congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
116,Senate,49300,71,0,CA,100,,,"FEINSTEIN, Dianne",F000062,1933,,-0.27,-0.212,-17.74808,0.8733,131,10,,-0.264,-0.173
116,Senate,21112,62,0,CO,200,,,"GARDNER, Cory",G000562,1974,,0.449,-0.019,-12.49555,0.90768,129,6,,0.28,-0.053
116,Senate,40910,62,0,CO,100,,,"BENNET, Michael F.",B001267,1964,,-0.209,-0.121,-14.96775,0.88181,119,8,,-0.245,-0.021
116,Senate,20707,1,0,CT,100,,,"MURPHY, Christopher",M001169,1973,,-0.302,-0.179,-18.82649,0.86614,131,14,,-0.214,-0.407
116,Senate,41101,1,0,CT,100,,,"BLUMENTHAL, Richard",B001277,1946,,-0.413,-0.082,-16.75957,0.87728,128,10,,-0.406,0.256
116,Senate,15015,11,0,DE,100,,,"CARPER, Thomas Richard",C000174,1947,,-0.175,-0.223,-15.77064,0.88492,129,6,,-0.216,-0.358
116,Senate,40916,11,0,DE,100,,,"COONS, Christopher A.",C001088,1963,,-0.238,-0.208,-10.92187,0.92001,131,4,,-0.228,-0.159
116,Senate,41102,43,0,FL,200,,,"RUBIO, Marco",R000595,1971,,0.581,-0.304,-16.71299,0.87578,126,8,,0.605,-0.42
116,Senate,41903,43,0,FL,200,,,"SCOTT, Richard Lynn (Rick)",S001217,1952,,0.412,0.318,-4.70605,0.96334,126,1,,0.412,0.318
116,Senate,29909,44,0,GA,200,,,"ISAKSON, Johnny",I000055,1944,,0.402,-0.012,-8.76169,0.93384,128,2,,0.332,0.101
116,Senate,41501,44,0,GA,200,,,"PERDUE, David Alfred, Jr.",P000612,1949,,0.586,-0.109,-7.67437,0.93651,117,3,,0.432,0.348
116,Senate,20713,82,0,HI,100,,,"HIRONO, Mazie",H001042,1947,,-0.492,-0.094,-11.32302,0.91273,124,5,,-0.576,-0.136
116,Senate,41112,82,0,HI,100,,,"SCHATZ, Brian Emanuel",S001194,1972,,-0.425,-0.074,-13.01618,0.90472,130,8,,-0.474,-0.002
116,Senate,29345,63,0,ID,200,,,"CRAPO, Michael Dean",C000880,1951,,0.51,0.288,-8.03691,0.9396,129,3,,0.514,0.853
116,Senate,40902,63,0,ID,200,,,"RISCH, James",R000584,1943,,0.631,0.574,-6.4491,0.95086,128,4,,0.513,0.858
116,Senate,15021,21,0,IL,100,,,"DURBIN, Richard Joseph",D000563,1944,,-0.361,-0.361,-15.97807,0.88178,127,7,,-0.314,-0.211
116,Senate,21325,21,0,IL,100,,,"DUCKWORTH, Tammy",D000622,1968,,-0.323,0.093,-14.75817,0.8911,128,6,,-0.387,0.385
116,Senate,21133,22,0,IN,200,,,"YOUNG, Todd",Y000064,1972,,0.483,0.018,-20.14588,0.85115,125,11,,0.541,-0.458
116,Senate,41900,22,0,IN,200,,,"BRAUN, Michael",B001310,1954,,0.761,0.648,-7.69748,0.94293,131,3,,0.761,0.648
116,Senate,14226,31,0,IA,200,,,"GRASSLEY, Charles Ernest",G000386,1933,,0.344,-0.07,-24.54459,0.82914,131,10,,0.644,0.044
116,Senate,41502,31,0,IA,200,,,"ERNST, Joni",E000295,1970,,0.504,0.05,-6.33188,0.95281,131,2,,0.417,0.383
116,Senate,14852,32,0,KS,200,,,"ROBERTS, Charles Patrick (Pat)",R000307,1936,,0.414,-0.093,-5.75281,0.95704,131,0,,0.329,0.213
116,Senate,29722,32,0,KS,200,,,"MORAN, Jerry",M000934,1954,,0.414,0.232,-19.85424,0.84269,116,7,,0.33,-0.145
116,Senate,14921,51,0,KY,200,,,"McCONNELL, Addison Mitchell (Mitch)",M000355,1942,,0.404,0.002,-20.84579,0.85289,131,7,,0.393,-0.027
116,Senate,41104,51,0,KY,200,,,"PAUL, Rand",P000603,1963,,0.878,-0.479,-35.41138,0.75158,124,18,,0.911,-0.413
116,Senate,20919,45,0,LA,200,,,"CASSIDY, Bill",C001075,1957,,0.451,-0.098,-5.59202,0.95692,127,0,,0.391,0.334
116,Senate,41703,45,0,LA,200,,,"KENNEDY, John Neely",K000393,1951,,0.544,0.261,-27.74967,0.8051,128,13,,0.697,-0.312
116,Senate,41300,2,0,ME,328,,,"KING, Angus Stanley, Jr.",K000383,1944,,-0.154,-0.234,-11.9769,0.91263,131,4,,-0.176,-0.244
116,Senate,49703,2,0,ME,200,,,"COLLINS, Susan Margaret",C001035,1952,,0.111,-0.551,-14.28948,0.89666,131,4,,0.147,-0.451
116,Senate,15408,52,0,MD,100,,,"CARDIN, Benjamin Louis",C000141,1943,,-0.326,-0.249,-16.69316,0.87949,130,6,,-0.305,-0.068
116,Senate,20330,52,0,MD,100,,,"VAN HOLLEN, Christopher",V000128,1959,,-0.39,-0.179,-14.28342,0.89595,130,4,,-0.334,-0.484
116,Senate,14435,3,0,MA,100,,,"MARKEY, Edward John",M000133,1946,,-0.505,-0.437,-17.13228,0.87741,131,7,,-0.522,-0.853
116,Senate,41301,3,0,MA,100,,,"WARREN, Elizabeth",W000817,1949,,-0.767,-0.279,-5.756,0.95317,120,2,,-0.804,-0.594
116,Senate,20923,23,0,MI,100,,,"PETERS, Gary C.",P000595,1958,,-0.24,-0.218,-27.3334,0.81168,131,14,,-0.385,-0.27
116,Senate,29732,23,0,MI,100,,,"STABENOW, Deborah Ann",S000770,1950,,-0.332,0.028,-18.78767,0.86447,129,6,,-0.39,0.031
116,Senate,40700,33,0,MN,100,,,"KLOBUCHAR, Amy",K000367,1960,,-0.257,-0.19,-37.68797,0.72855,119,18,,-0.38,-0.482
116,Senate,41706,33,0,MN,100,,,"SMITH, Tina",S001203,1958,,-0.364,-0.075,-12.37948,0.90983,131,7,,-0.382,-0.077
116,Senate,29534,46,0,MS,200,,,"WICKER, Roger F.",W000437,1951,,0.377,0.356,-7.17262,0.94672,131,2,,0.382,0.174
116,Senate,41707,46,0,MS,200,,,"HYDE-SMITH, Cindy",H001079,1959,,0.378,0.197,-4.20576,0.96768,128,1,,0.333,0.233
116,Senate,29735,34,0,MO,200,,,"BLUNT, Roy",B000575,1950,,0.429,0.286,-7.34501,0.94507,130,3,,0.353,0.163
116,Senate,41901,34,0,MO,200,,,"HAWLEY, Joshua David",H001089,1979,,0.612,-0.339,-15.86552,0.88594,131,8,,0.612,-0.339
116,Senate,21338,64,0,MT,200,,,"DAINES, Steve",D000618,1962,,0.543,-0.13,-23.69468,0.83454,131,16,,0.526,-0.47
116,Senate,40702,64,0,MT,100,,,"TESTER, Jon",T000464,1956,,-0.212,0.134,-11.88758,0.91325,131,3,,-0.24,0.026
116,Senate,41302,35,0,NE,200,,,"FISCHER, Debra (Deb)",F000463,1951,,0.466,0.317,-4.74037,0.96446,131,0,,0.446,0.392
116,Senate,41503,35,0,NE,200,,,"SASSE, Benjamin Eric",S001197,1972,,0.809,-0.281,-12.96616,0.90437,129,6,,0.792,-0.5
116,Senate,21743,65,0,NV,100,,,"ROSEN, Jacklyn Sheryl",R000608,1957,,-0.248,0.216,-8.57182,0.93523,128,0,,-0.278,0.25
116,Senate,41700,65,0,NV,100,,,"CORTEZ MASTO, Catherine Marie",C001113,1964,,-0.38,0.333,-13.0034,0.9055,131,8,,-0.328,0.251
116,Senate,40906,4,0,NH,100,,,"SHAHEEN, Jeanne",S001181,1947,,-0.249,-0.212,-15.00285,0.89179,131,9,,-0.214,-0.221
116,Senate,41702,4,0,NH,100,,,"HASSAN, Margaret (Maggie)",H001076,1958,,-0.252,-0.081,-9.54849,0.9297,131,1,,-0.225,-0.098
116,Senate,29373,12,0,NJ,100,,,"MENENDEZ, Robert",M000639,1954,,-0.363,-0.113,-21.50129,0.84863,131,9,,-0.388,0.263
116,Senate,41308,12,0,NJ,100,,,"BOOKER, Cory Anthony",B001288,1969,,-0.62,-0.164,-8.19911,0.91293,90,4,,-0.743,0.042
116,Senate,20930,66,0,NM,100,,,"HEINRICH, Martin",H001046,1971,,-0.305,-0.027,-23.0538,0.83635,129,10,,-0.328,-0.221
116,Senate,29924,66,0,NM,100,,,"UDALL, Thomas (Tom)",U000039,1948,,-0.456,0.175,-12.57872,0.9064,128,6,,-0.496,0.013
116,Senate,14858,13,0,NY,100,,,"SCHUMER, Charles Ellis (Chuck)",S000148,1950,,-0.352,-0.391,-17.76961,0.87315,131,12,,-0.343,-0.481
116,Senate,20735,13,0,NY,100,,,"GILLIBRAND, Kirsten",G000555,1966,,-0.427,-0.283,-27.39661,0.78964,116,13,,-0.794,-0.608
116,Senate,29548,47,0,NC,200,,,"BURR, Richard M.",B001135,1955,,0.452,-0.055,-6.07287,0.95025,119,2,,0.318,0.233
116,Senate,41504,47,0,NC,200,,,"TILLIS, Thomas Roland (Thom)",T000476,1960,,0.416,0.037,-6.57702,0.94914,126,2,,0.354,0.317
116,Senate,21350,36,0,ND,200,,,"CRAMER, Kevin",C001096,1961,,0.392,0.303,-4.81973,0.96305,128,2,,0.417,0.305
116,Senate,41107,36,0,ND,200,,,"HOEVEN, John",H001061,1957,,0.342,0.334,-6.60677,0.94969,128,3,,0.401,0.384
116,Senate,29386,24,0,OH,200,,,"PORTMAN, Robert Jones (Rob)",P000449,1955,,0.374,-0.245,-7.69724,0.94294,131,2,,0.343,0.104
116,Senate,29389,24,0,OH,100,,,"BROWN, Sherrod",B000944,1952,,-0.435,-0.133,-17.79646,0.8702,128,9,,-0.32,-0.286
116,Senate,15424,53,0,OK,200,,,"INHOFE, James Mountain",I000024,1934,,0.555,0.041,-18.11276,0.86708,127,12,,0.78,-0.336
116,Senate,21166,53,0,OK,200,,,"LANKFORD, James",L000575,1968,,0.584,0.149,-11.83119,0.91364,131,7,,0.908,-0.418
116,Senate,14871,72,0,OR,100,,,"WYDEN, Ronald Lee",W000779,1949,,-0.32,-0.43,-13.54242,0.90179,131,5,,-0.318,-0.198
116,Senate,40908,72,0,OR,100,,,"MERKLEY, Jeff",M001176,1956,,-0.475,-0.769,-14.44276,0.89561,131,9,,-0.47,-0.387
116,Senate,29935,14,0,PA,200,,,"TOOMEY, Patrick Joseph",T000461,1961,,0.644,-0.299,-14.38206,0.89132,125,5,,0.908,-0.418
116,Senate,40703,14,0,PA,100,,,"CASEY, Robert (Bob), Jr.",C001070,1960,,-0.304,0.194,-17.86328,0.87253,131,9,,-0.312,0.309
116,Senate,29142,5,0,RI,100,,,"REED, John F. (Jack)",R000122,1949,,-0.381,-0.223,-15.43731,0.88884,131,9,,-0.417,0.019
116,Senate,40704,5,0,RI,100,,,"WHITEHOUSE, Sheldon",W000802,1955,,-0.393,-0.171,-20.32292,0.85528,130,12,,-0.402,0.248
116,Senate,21173,48,0,SC,200,,,"SCOTT, Tim",S001184,1965,,0.642,0.002,-15.42118,0.88814,130,9,,0.475,0.242
116,Senate,29566,48,0,SC,200,,,"GRAHAM, Lindsey O.",G000359,1955,,0.407,-0.169,-6.17829,0.95324,129,0,,0.328,0.213
116,Senate,29754,37,0,SD,200,,,"THUNE, John",T000250,1961,,0.41,0.133,-4.81153,0.96394,131,1,,0.389,0.29
116,Senate,41505,37,0,SD,200,,,"ROUNDS, Marion Michael (Mike)",R000605,1954,,0.384,0.058,-4.62799,0.96422,127,0,,0.326,0.253
116,Senate,20351,54,0,TN,200,,,"BLACKBURN, Marsha",B001243,1952,,0.615,0.13,-12.49359,0.90904,131,6,,0.622,0.369
116,Senate,40304,54,0,TN,200,,,"ALEXANDER, Lamar",A000360,1940,,0.323,-0.181,-9.33561,0.92515,120,1,,0.306,0.006
116,Senate,40305,49,0,TX,200,,,"CORNYN, John",C001056,1952,,0.495,-0.004,-6.02283,0.95404,128,1,,0.438,0.384
116,Senate,41304,49,0,TX,200,,,"CRUZ, Rafael Edward (Ted)",C001098,1970,,0.819,-0.315,-10.59038,0.9175,123,5,,0.834,-0.414
116,Senate,41110,67,0,UT,200,,,"LEE, Mike",L000577,1971,,0.918,-0.397,-28.7072,0.79769,127,15,,0.914,-0.405
116,Senate,41902,67,0,UT,200,,,"ROMNEY, Willard Mitt (Mitt)",R000615,1947,,0.317,0.489,-19.71779,0.86026,131,9,,0.317,0.489
116,Senate,14307,6,0,VT,100,,,"LEAHY, Patrick Joseph",L000174,1940,,-0.369,-0.137,-16.82035,0.87863,130,7,,-0.301,-0.286
116,Senate,29147,6,0,VT,328,,,"SANDERS, Bernard",S000033,1941,,-0.524,-0.369,-24.24157,0.81141,116,10,,-0.951,0.31
116,Senate,40909,40,0,VA,100,,,"WARNER, Mark",W000805,1954,,-0.196,-0.037,-10.67926,0.92171,131,3,,-0.232,-0.095
116,Senate,41305,40,0,VA,100,,,"KAINE, Timothy Michael (Tim)",K000384,1958,,-0.237,-0.1,-23.81975,0.83374,131,11,,-0.231,-0.199
116,Senate,39310,73,0,WA,100,,,"CANTWELL, Maria E.",C000127,1958,,-0.291,-0.395,-11.78629,0.91268,129,9,,-0.251,-0.349
116,Senate,49308,73,0,WA,100,,,"MURRAY, Patty",M001111,1950,,-0.343,-0.281,-12.98788,0.90131,125,8,,-0.389,0.154
116,Senate,20146,56,0,WV,200,,,"CAPITO, Shelley Moore",C001047,1953,,0.261,0.054,-5.79358,0.95506,126,0,,0.336,0.263
116,Senate,40915,56,0,WV,100,,,"MANCHIN, Joe, III",M001183,1947,,-0.058,0.458,-10.2524,0.92303,128,0,,-0.045,0.378
116,Senate,29940,25,0,WI,100,,,"BALDWIN, Tammy",B001230,1962,,-0.518,-0.223,-14.95555,0.89133,130,9,,-0.421,-0.207
116,Senate,41111,25,0,WI,200,,,"JOHNSON, Ron",J000293,1955,,0.601,-0.303,-12.69404,0.90628,129,6,,0.596,-0.02
116,Senate,40707,68,0,WY,200,,,"BARRASSO, John A.",B001261,1952,,0.538,0.233,-10.36398,0.92393,131,7,,0.669,0.213
116,Senate,49706,68,0,WY,200,,,"ENZI, Michael B.",E000285,1944,,0.54,0.189,-11.21496,0.91673,129,4,,0.459,0.824
